Ten,Dia chi,Loai,So dien thoai,Hinh anh,Link Anh Goc,Gioi thieu,Website,Lat,Lng,Tu khoa goc
Tổng Lãnh Sự Quán Hungary,"22 Phùng Khắc Khoan, Đa Kao, Quận 1, Thành phố Hồ Chí Minh 700000, Việt Nam",Tòa lãnh sự nước ngoài,+84 28 3622 1001,downloaded_images\71a7575a949668621d22c30c7024ca92.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSw3cwe0-bYMj2yWcvcqHhXJJRXHpQzc4ut7UUVoeE6cG8rfjJV1Vn9YpNOA-Sme3bCbDiuaOFWa3vwyMajJhYbBdN9isCvOP-aXSkUQMiPqvy0r6ZrjEA6ChV2M75wkFKlZKBpsNA=w80-h106-k-no,Không có,Không có,10.7855334,106.69715149999999,Danh sách Lãnh sự quán tại TPHCM
Bệnh viện Quốc tế City,"3 Đường Số 17A, Bình Trị Đông B, Bình Tân, Thành phố Hồ Chí Minh 700000, Việt Nam",Bệnh viện đa khoa,+84 1900 8146,downloaded_images\e4e87e94dd205f456696a6937fc9f7b2.jpg,https://lh3.googleusercontent.com/p/AF1QipPj6Ygs46jmUXWem1gg3-WTxsH3jKpyZjUIrYDj=w163-h92-k-no,Không có,https://cih.com.vn/,10.7410166,106.60912499999999,Bệnh viện quốc tế tại TPHCM
Bệnh Viện Quốc Tế DNA,"1015 Trần Hưng Đạo, Phường An Đông, Quận 5, Thành phố Hồ Chí Minh 700000, Việt Nam",Bệnh viện,+84 1900 2840,downloaded_images\fa5b63b32b3a1569fe4b03c395178358.jpg,https://lh3.googleusercontent.com/p/AF1QipP5uzPoPZZsB6ltFLhaRZAlHGKv4tQLrHzFbqrH=w80-h119-k-no,Không có,https://dnahospital.vn/,10.7535654,106.67552409999999,Bệnh viện quốc tế tại TPHCM
Bệnh Viện Đa Khoa Quốc Tế Nam Sài Gòn,"88 Đường Số 8, Khu dân cư Trung Sơn, Bình Chánh, Thành phố Hồ Chí Minh, Việt Nam",Bệnh viện đa khoa,+84 1800 6767,downloaded_images\2b54be11af24e419def759b943ae99bf.jpg,https://lh3.googleusercontent.com/p/AF1QipPbSxA0z7jd0FbR8OQoncsSopFNtW6_HXe5QpRG=w128-h92-k-no,Không có,https://benhviennamsaigon.com/,10.735866099999999,106.69086709999999,Bệnh viện quốc tế tại TPHCM
Bệnh Viện Quốc Tế Mỹ (AIH),"199 Nguyễn Hoàng, Phường Bình Trưng Tây, Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam",Bệnh viện,+84 28 3910 9999,downloaded_images\d0c90bde9d2fb199aaacff2d0b212578.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzwhUHP6pb4wS88ghZC5IonwBBWpS7NK0fu90PVOXo-rf6Ll4oSj3W1NgihjYlVMp8OhQ3jrb0ucXTL_Uz9_vA8iwY1c0fh13wUeblHvT9Zx1dR8Lz57QM6BohUN6xOn3fX_iI=w122-h92-k-no,Không có,http://aih.com.vn/,10.793733699999999,106.7464567,Bệnh viện quốc tế tại TPHCM
Bệnh viện Đa khoa Quốc tế Vinmec Central Park,"208 Nguyễn Hữu Cảnh, Vinhomes Tân Cảng, Bình Thạnh, Thành phố Hồ Chí Minh 700000, Việt Nam",Bệnh viện đa khoa,+84 28 3622 1166,downloaded_images\8611883f562c2395b90e12e9ecf769b8.jpg,https://lh3.googleusercontent.com/p/AF1QipPpsWyD2gkMktwLEty1zJjTuTkWHkpToRU0itKo=w138-h92-k-no,Không có,https://www.vinmec.com/vie/co-so-y-te/benh-vien-da-khoa-quoc-te-vinmec-central-park-10890-vi-hoi-suc-cap-cuu,10.7939771,106.72034819999999,Bệnh viện quốc tế tại TPHCM
Bệnh viện Chuyên Khoa Ngoại Thần Kinh Quốc Tế,"65A Đ. Lũy Bán Bích, Tân Thới Hoà, Tân Phú, Thành phố Hồ Chí Minh, Việt Nam",Bệnh viện chuyên khoa,+84 28 3961 6977,downloaded_images\de8475f76746a0d50afb5d7c8303006d.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSx8Xdb3QKORfL5AQ2digcsvV4E28oLVGEIHHUq17pnCLMpdKkWCqBVYBFyoiyg0wGR2De74hAvG1Z1gRvlAtKcBxg4nj9g1X8wwBjkKXIugsJvhlzIrt8eLQA_ir8qsWy-j27t3zw=w122-h92-k-no,Không có,http://www.bvngoaithankinhqt.org.vn/,10.7612331,106.63213739999999,Bệnh viện quốc tế tại TPHCM
Bệnh viện Quốc tế Thảo Điền,"95/3 Thảo Điền, Thủ Đức, Thành phố Hồ Chí Minh 700000, Việt Nam",Bệnh viện,+84 901 459 969,downloaded_images\54235d08a3ddf054b171f09ba3a0ef1e.jpg,https://lh3.googleusercontent.com/p/AF1QipOs-cwz_S0qUhjTQdYmAKmDANgnRkggDVy_qa5R=w163-h92-k-no,Không có,http://benhvienthaodien.com.vn/,10.8075735,106.7337172,Bệnh viện quốc tế tại TPHCM
Phòng khám đa khoa Quốc tế TIMEC,"4449 Nguyễn Cửu Phú, Tân Tạo A, Bình Tân, Thành phố Hồ Chí Minh, Việt Nam",Bệnh viện,+84 879 115 115,downloaded_images\576cd3b6dc8ec8d0a17fb05de32ecb65.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxVJSMy551CbWnEnVzCv8TEDfQmNSSEOi4JXxqQsDLEauh2LUVETQJTo-IDnjrtDJjfcDer5TjlRGb9GIwpVKLCsdO4g_4I_nbwZ84QtugnzZsgX_uEJQJk8dm49AL8JYCwqM6b=w113-h92-k-no,Không có,http://timec.vn/,10.7547242,106.5837627,Bệnh viện quốc tế tại TPHCM
Phòng Khám Đa Khoa Quốc Tế Sài Gòn (SIG) - Quận 7,"441 Đ. Lê Văn Lương, Tân Hưng, Quận 7, Thành phố Hồ Chí Minh 700000, Việt Nam",Trung tâm y tế,+84 28 3821 3456,downloaded_images\c66d1a18dc7eeb3180aa531e8d9208ba.jpg,https://lh3.googleusercontent.com/p/AF1QipMR_32jIP8k1LXdMuJBiaZ3ABnRiPn_5ZRNoe43=w110-h92-k-no,Không có,https://bvquoctesg.com/phong-kham-da-khoa-quan-7/,10.737843999999999,106.7033359,Bệnh viện quốc tế tại TPHCM
Công Ty TNHH Bệnh viện Quốc tế Queen,"118 Bành Văn Trân, Phường 7, Tân Bình, Thành phố Hồ Chí Minh 700000, Việt Nam",Bệnh viện đa khoa,+84 28 3865 2225,downloaded_images\8fccab531ad892a70fdd0188dada0b8b.jpg,https://lh3.googleusercontent.com/p/AF1QipN8LXDlIQiPD_4DCi2W5MTUk2waMFkjm7ugGatU=w138-h92-k-no,Không có,https://queenihc.com/,10.789605,106.656719,Bệnh viện quốc tế tại TPHCM
Sai Gon International Clinics,"Đ. Trịnh Văn Cấn, Phường Bến Thành, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",Phòng khám,+84 28 3821 3456,downloaded_images\e5c96d1cf20ee127f43c2549534bdf04.jpg,https://lh3.googleusercontent.com/p/AF1QipP5otIJ0Lw37EM_vjplEFPtZwyInuNNX2kdo1G1=w163-h92-k-no,Không có,https://bvquoctesg.com/phong-kham-da-khoa-quan-1/,10.7672671,106.6966216,Bệnh viện quốc tế tại TPHCM
Bệnh viện Quốc tế Minh Anh,"36 Đường số 1B, Bình Trị Đông B, Bình Tân, Thành phố Hồ Chí Minh, Việt Nam",Bệnh viện tư nhân,Không có,downloaded_images\692572fd315ba8340932654db4870141.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxAp8KvrS6KAmqHmu1JszMCf60kiBGfTyoKRT0sMs2FRBxEczk2mcLn5q1T0EPvxDSnfVfiTu-NKaVM2cjDFBBZaQbxwvc1O6knpIVtXX1S9lNXKtPr9gVpkF_ZH3EAL2G4N36nhg=w138-h92-k-no,Không có,http://www.minhanhhospital.com.vn/,10.747508999999999,106.6145533,Bệnh viện quốc tế tại TPHCM
Phòng Khám Đa Khoa Quốc Tế An Phú (APH),"Lương Định Của, An Phú, Thủ Đức, Thành phố Hồ Chí Minh 71106, Việt Nam",Bệnh viện,+84 902 838 545,downloaded_images\93d88ab6c8f7015da2a666e57c27a876.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSw3JRmn5rtMGhceotCtZQ7bWdxtwtB1sYZUv3tbxD3y1W0MsCOcvzyhvUw5kBNPqJo39NBkxVmKS4y-lbm8M3z7h2u35TrsZ8SoAL7RWncqy4cgdObpZrrQUulMrq2i942boQSrfw=w122-h92-k-no,Không có,http://pkanphu.com/,10.7913248,106.7474553,Bệnh viện quốc tế tại TPHCM
Bệnh viện Mắt Quốc tế Việt - Nga - TP. HCM,"Đ. 3 Tháng 2/1 Phường Vườn Lài, Phường 10, Quận 10, Thành phố Hồ Chí Minh 70000, Việt Nam",Bệnh viện chuyên khoa,+84 931 888 801,downloaded_images\becbef9b8461728fb2472c7201fe2b9a.jpg,https://lh3.googleusercontent.com/p/AF1QipMUvXYjNt_dPTv-q3rFQtLwdYVRY4Rb8iXxbqak=w152-h92-k-no,Không có,https://hcm.matvietnga.com/,10.7774793,106.6814524,Bệnh viện quốc tế tại TPHCM
Bệnh viện quốc tế CARMEL,"190 Trần Lựu, Khu đô thị An Phú An Khánh, Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam",Bệnh viện chuyên khoa,Không có,downloaded_images\9d83e2924f0addf6317e6c867f6cff98.jpg,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=098eXO9g5Cde4xcfxhcfVA&cb_client=search.gws-prod.gps&w=80&h=92&yaw=91.34441&pitch=0&thumbfov=100,Không có,Không có,10.7960719,106.74167539999999,Bệnh viện quốc tế tại TPHCM
Phòng khám Đa khoa Quốc tế Hạnh Phúc - Estella,"88 Song Hành, P, Thủ Đức, Thành phố Hồ Chí Minh 700000, Việt Nam",Phòng khám,+84 1900 6765,downloaded_images\a1abcfb1e0d72638b50e1c91db044d0e.jpg,https://lh3.googleusercontent.com/p/AF1QipMYarwN3nt0w9EPMqqRl2tp1nKnscMCWxdtXN0w=w138-h92-k-no,Không có,https://clinic.hanhphuchospital.com/?utm_source=google+business&utm_medium=profile,10.8021093,106.74820899999999,Bệnh viện quốc tế tại TPHCM
Phòng khám Đa khoa Quốc tế Việt Healthcare,"16 & 18 Đ. Lý Thường Kiệt, Phường Diên Hồng, Thành phố Hồ Chí Minh, 10001, Việt Nam",Phòng khám,+84 795 787 879,downloaded_images\bb5d9293dd0d4df05823b1c04096ddeb.jpg,https://lh3.googleusercontent.com/p/AF1QipPWd8LP57KYI6YZLmguqAW9CVAmkEicuaJI4e9n=w80-h100-k-no,Không có,https://viethealthcareclinic.com/,10.7588121,106.66159189999999,Bệnh viện quốc tế tại TPHCM
Phòng khám Quốc tế Victoria Healthcare,"135A Đ. Nguyễn Văn Trỗi, Phường 11, Phú Nhuận, Thành phố Hồ Chí Minh 700000, Việt Nam",Phòng khám,+84 28 3910 4545,downloaded_images\d23131bedaea5e81a4f0f97e9078835e.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSySZPSMikhrmBwqaN-aQW9VMyx22da5C5WtnkCrmYiKsunTPa-fAwa9_AQmjOuTWHeEtFqDhMoNIqDXKhLJzrhLe6T5pE93SPvaiUcSznpHpLQp5s92n_LONzJO4__YPB-J7W4=w122-h92-k-no,Không có,https://www.victoriavn.com/,10.7942381,106.6773309,Bệnh viện quốc tế tại TPHCM
Bệnh viện đa khoa quốc tế Sài Gòn,"9 Đ. Trịnh Văn Cấn, Phường Bến Thành, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",Bệnh viện,Không có,Không có,,Không có,Không có,10.7677123,106.69680179999999,Bệnh viện quốc tế tại TPHCM
Bệnh viện Quốc tế Chấn thương chỉnh hình Sài Gòn (SAIGON-ITO),"305 Đ. Lê Văn Sỹ, Phường 1, Tân Bình, Thành phố Hồ Chí Minh, Việt Nam",Bệnh viện chuyên khoa,+84 28 3991 2030,downloaded_images\c46c1364ba84a23182946458bebca920.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwgGF0d6E_cA1MOfcwYk_juE8qx-9rT9ljZ0SessC4b_fRTgbMs5-Kzjj8FzrBnP-2MmAbINViV7rSEN8JEt320S6PxmawSp_-8nT4qCZQJAFClSlhApInZRcWrBsbjFFvjZQJQ=w122-h92-k-no,Không có,http://saigonitohospital.com/,10.7948684,106.6671137,Bệnh viện quốc tế tại TPHCM
Bệnh Viện Công An Thành Phố,"117 Phó Cơ Điều, Phường 7, Quận 11, Thành phố Hồ Chí Minh, Việt Nam",Bệnh viện,Không có,downloaded_images\9ebb6714aa4881f529f6dcda73ac88ba.jpg,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=w2LSOYbjlKkO2CkkTSO7JQ&cb_client=search.gws-prod.gps&w=80&h=92&yaw=258.54053&pitch=0&thumbfov=100,Không có,Không có,10.758939699999999,106.6569117,Bệnh viện công tại TPHCM
Bệnh Viện Công An Tp. Hồ Chí Minh - Khoa Y Học Cổ Truyền,"134 Đ. Hải Thượng Lãn Ông, Phường 11, Quận 5, Thành phố Hồ Chí Minh, Việt Nam",Bệnh viện,+84 28 3854 9734,downloaded_images\064135cd640c0e4f9affcd17db0a67f2.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSz9XpKOZkd5aGqojABT0osdbbsEqlcdeuvXUIsMxtBI8e0tpt3Sy3YZtwkDaoNKzRY3_s_F97KKqAsqsbRmaK2M6gHFTdBSGifAXGTt56A6UnFI4LosEE0HTTksI-zcw6Poe-fpPlV7fTCD=w80-h106-k-no,Không có,Không có,10.751006199999999,106.6605953,Bệnh viện công tại TPHCM
Phòng Khám Đa Khoa Thành Công,"36 ĐƯỜNG CN 4, Tây Thạnh, Tân Phú, Thành phố Hồ Chí Minh 700000, Việt Nam",Phòng khám,+84 28 3815 9435,downloaded_images\187c215855f3891ee103dfa790f4c31c.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzw2gpFz7J3KJh-yIKZZnZvlTzCuqpsPrhtFhC88kyDwhHXPXOEmxnXNtPMMJmbEObCxcYjl_yojiDpPwn8pCzQXz4HEsIe-CKB8cHXAxGDukf9jM5D1KRqaA9yT8lwXb7Ri64n8A=w122-h92-k-no,Không có,https://www.thanhcongclinic.com/,10.819176599999999,106.6258773,Bệnh viện công tại TPHCM
Bệnh viện Nhân dân Gia Định,"1 Nơ Trang Long, Phường 7, Bình Thạnh, Thành phố Hồ Chí Minh, Việt Nam",Bệnh viện,+84 28 3841 2692,downloaded_images\c78c1994fafcdae274a4fb35994fc1f5.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzjxIW_i7Jappl-mUu5y-bQ28Lelbt-4laYHJmyJrWQ5TVAmJellnOgNMhEqkYRmgvS_VzCzVD_0ukubh5Rpx3bG_qLZzI43IlOmzFVcy0MoqLD0YydaF0MVclIjA5jd-RDQ8fU=w122-h92-k-no,Không có,http://bvndgiadinh.org.vn/,10.803747099999999,106.69413879999999,Bệnh viện công tại TPHCM
Bệnh viện Bình Thạnh,"132 Đ. Lê Văn Duyệt, Phường 1, Bình Thạnh, Thành phố Hồ Chí Minh, Việt Nam",Bệnh viện đa khoa,+84 28 3510 8966,downloaded_images\4aad8ad0b701b110fdff0f2502ab5584.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSy_HNME2lN0NvN-A4BduQJVjU6AiImkySZuMpfyE_20C26EXBJr9Ydmnjsm-umAtSIRGjdu7LvK0sBCKXI25AJaXNJ42OIf1rJX0XF-PLOPhPEGSu3rE6GazYC9wUNfsyjYkB5r=w163-h92-k-no,Không có,https://bvbinhthanh.org.vn/khoa,10.7980298,106.6966605,Bệnh viện công tại TPHCM
Bệnh viện 30-4,"9 Sư Vạn Hạnh, Phường 9, Quận 5, Thành phố Hồ Chí Minh 72712, Việt Nam",Bệnh viện chính phủ,Không có,downloaded_images\9df179a56a20a7afa6e8e05e9899d6de.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyBIlw6wb6n_oHGsRmYy0dteQPzELJVocLfd24yJuBXTqscNMiSqoeG1R_kdhhKLEnsj7rUYcO64DcqQbP1i0H9sC-aEq39ds53YoQbW13dpLSuP0H91r7ySNp1TciDZehBft0=w122-h92-k-no,Không có,http://benhvien304.com.vn/,10.7591033,106.6730315,Bệnh viện công tại TPHCM
Viện Y tế Công cộng TP. HCM,"159 Đ. Hưng Phú, Phường Hưng Phú, Quận 8, Thành phố Hồ Chí Minh 700000, Việt Nam",Trung tâm y tế công cộng,+84 28 3855 9503,downloaded_images\51465375f1ce9b905795043a2ecec77d.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzqc3Dnp0Z1Gsn67d8cyARx9TGuf1nMgAC1XKp397O5CY_Y9Wovim4NlxZmf8ZKcHacUjHSn9th-41ztdJJXkEfSgsv6O6zZ-u0fv4-Xl1zZs4j_c596UYoVMPtGQd9fHsaip6L=w163-h92-k-no,Không có,https://iphhcm.org/,10.749882699999999,106.67866959999999,Bệnh viện công tại TPHCM
Bệnh viện Nhi Đồng Thành Phố,"15 Đ. Võ Trần Chí, Tân Kiên, Bình Chánh, Thành phố Hồ Chí Minh, Việt Nam",Bệnh viện nhi,+84 28 2253 6688,downloaded_images\5e6ea78fb18b7cd0fb51970586d1825f.jpg,https://lh3.googleusercontent.com/p/AF1QipPQaU2h1pO4sUZ4fa-VdKS7Xp_Zu9P7j8J8Ij-3=w163-h92-k-no,Không có,http://bvndtp.org.vn/,10.7096251,106.5738758,Bệnh viện công tại TPHCM
Bệnh viện Đa khoa Sài Gòn,"125 Lê Lợi, Phường Bến Thành, Quận 1, Thành phố Hồ Chí Minh 700000, Việt Nam",Bệnh viện,+84 28 3829 1711,downloaded_images\cf6a256bc073e08e8b29480ecdacbd63.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzMYN_Se1Y1OTU0CSwEQmC477s13mwAKBNXxu2o1J9ltK97qXssXVIKeyUSklTn_eAeIQXzaTN3N_u9N_KJVLAAWzxYDwcaFm_ZXp3S1aSZIKEIwaFd63p_28zDYmsUeBjxat9C=w145-h92-k-no,Không có,http://benhviendakhoasaigon.vn/,10.7721693,106.6993921,Bệnh viện công tại TPHCM
Bệnh viện Trưng Vương,"266 Đ. Lý Thường Kiệt, Phường Diên Hồng, Quận 10, Thành phố Hồ Chí Minh 700000, Việt Nam",Bệnh viện đa khoa,+84 28 3865 6744,downloaded_images\cdef3304e78bd77ca21e4996cf1a1ca7.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSx7fF5OoftTLjEM_VyFWdeA6f22tyvNW-lMtLuwXKGtVBPkN_ANI_Zk28LnXkTiy5ETbeJmxg-iwuUXwxVADecoCxNHAp8xMA-lGF26lvL0hbnvfWqg-SQ_Bo3j1MUfW3fJxtJN=w122-h92-k-no,Không có,http://bvtrungvuong.vn/,10.770505499999999,106.6594484,Bệnh viện công tại TPHCM
Phòng Công tác xã hội - Bệnh viện Chợ Rẫy,"201B Nguyễn Chí Thanh, Phường 12, Quận 5, Thành phố Hồ Chí Minh, Việt Nam",Bệnh viện,+84 28 3855 2486,downloaded_images\5957c156fd1bb7bc3ebcba0309e6132f.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwZLm--AqXKz3bBf43akHuwR_R0yCFqyWFqyIz0FBrRzfmdNUErTTrImaJ3uvHD50QG-07Mx30CJnNHJU1jYf9kw_nHntLSVD2ZD5GyGOJZiod1JDw3nUVVmOTqd-MPLJmVLqgH=w80-h106-k-no,Không có,https://www.facebook.com/phongcongtacxahoibenhvienchoray/,10.757167899999999,106.65907519999999,Bệnh viện công tại TPHCM
Bệnh viện Phạm Ngọc Thạch,"120 Đ. Hồng Bàng, Phường 12, Quận 5, Thành phố Hồ Chí Minh, Việt Nam",Bệnh viện,+84 28 3855 0207,downloaded_images\986870ec9fde4ba00403f2484af40308.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSz5Lupi13sP04zohTnBO1LO2gat4qnT8biAYKWkmgUyMPrBNBkCJ3i4q9rh41CoOHNiR3KNh-dgscyZ7ZpflkKC3v8GLFnVEc4uQ9oh9gEa96_YTz-mgv6tbhQ3re2vHRiKVzE3_w=w122-h92-k-no,Không có,http://bvpnt.org.vn/,10.7570129,106.66597039999999,Bệnh viện công tại TPHCM
Bệnh viện Đa khoa Gia Định,"425 - 427 - 429, Nơ Trang Long, Phường Bình Lợi Trung, Bình Thạnh, Thành phố Hồ Chí Minh 700000, Việt Nam",Bệnh viện đa khoa,+84 28 3512 4688,downloaded_images\d4273ae03b187141b84c47f74e452aa9.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzy-OY4gBD1APKKFGjKKanG3QdiF1yX8itF8_lUhK2rUSDQ2zgCJXMP2rD-1i_y2gKs795D06kWV2GH5WebQh4MqBNEhUz78rzzBNKDw6X9UrGMp6Ysl4ORqglup4_bp9AvRTk=w80-h106-k-no,Không có,https://bvdkgiadinh.com/,10.820904599999999,106.7048075,Bệnh viện công tại TPHCM
Bệnh viện Quận 8,"82 Cao Lỗ, Phường 4, Quận 8, Thành phố Hồ Chí Minh, Việt Nam",Bệnh viện đa khoa,+84 28 3850 6130,downloaded_images\fefcdd34a4ebcfb000ca64088570b654.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSz0iIiEPeu2JzdrCRMMS97uSVKd8WeU7kNuR-1snYqpGxDrDgOWl1AwsCe4Qs37LK62qq0XV-FFzCmkCul8Zl8OHPfMf0J402f2SSqUX6Sjdt5YS7_s542VDDDuLpkZnGR7KyVkKA=w122-h92-k-no,Không có,http://bvquan8.medinet.gov.vn/Defaultmobile.aspx#,10.7416667,106.67638889999999,Bệnh viện công tại TPHCM
Bệnh viện Quận 7,"101 Đ. Nguyễn Thị Thập, Phường Tân Mỹ, Quận 7, Thành phố Hồ Chí Minh 00700, Việt Nam",Bệnh viện đa khoa,+84 28 3873 3420,downloaded_images\79a1f89af31ff4d7b183022095b260b7.jpg,https://lh3.googleusercontent.com/p/AF1QipMw5Q6AYfU5uZXi5gyAE8vV3NqTLr2nMmtzy3hp=w144-h92-k-no,Không có,http://www.benhvienquan7.com.vn/,10.7373313,106.7241657,Bệnh viện công tại TPHCM
Bệnh viện Quận Phú Nhuận,"274 Nguyễn Trọng Tuyển, Phường 8, Phú Nhuận, Thành phố Hồ Chí Minh, Việt Nam",Bệnh viện,+84 28 3844 3910,downloaded_images\eb43dac195cdc0ea13a66bf8ead49c5e.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyl-jDwvBMNzoWUKgnQY7DyKgL8LVLiJchMWeonkMjrSqBLNrsBCj_Mw5NBmmMZd2cjMEeOivAVcAoC7hWoEzpWqglEfmoq7ZqoV6Fk1rCOzEkUl4HszO-lD6qxb1jay2hFV85Ce8N8-oFt=w163-h92-k-no,Không có,https://bvquanphunhuan.medinet.gov.vn/,10.798107,106.67182229999999,Bệnh viện công tại TPHCM
Bệnh viện Hùng Vương,"9 Đ. Lý Thường Kiệt, Phường 12, Quận 5, Thành phố Hồ Chí Minh, Việt Nam",Bệnh viện chuyên khoa,+84 28 3855 8532,downloaded_images\672034f577663e72cd48946956a7f2ff.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxHVCN0MWck73Tw_HIyjcymBsU3cwb3ymyROEGqsNV4WHlyTgxmF5RPyMjuFZe8SlzjYfGkMzlY_PY-34Ejt14ddRr3bDwcIgiC_yt7Voi6vGPjZYnIiX_pfyutXPoZp0DJ7quGOw=w163-h92-k-no,Không có,http://www.bvhungvuong.vn/,10.7565723,106.66182739999999,Bệnh viện công tại TPHCM
Bệnh viện Đa khoa Bình Tân,"QJ73+86P, 809 HL2, Bình Trị Đông A, Bình Tân, Thành phố Hồ Chí Minh 100000, Việt Nam",Bệnh viện đa khoa,+84 28 3754 2955,downloaded_images\e3193bb4a2c80ca9d7eb24de02f7b5a9.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSw-RG7-IwHXUmcQc3P-QKfrz8RBf20DVCjYjDXymb2qO9yi2wcggEB97mTRXSF6ROe6Dt990uC3ekXaYDY34Nmrbkv1t18eAGRVI1BFnOVRb8l-7ZO6APx9IIKmryAm8PgFKqTk=w149-h92-k-no,Không có,http://www.bvbinhtan.vn/,10.7643601,106.6032103,Bệnh viện công tại TPHCM
Bệnh viện Bình Dân,"371 Điện Biên Phủ, Phường 4, Quận 3, Thành phố Hồ Chí Minh 700000, Việt Nam",Bệnh viện,+84 28 3839 4747,downloaded_images\8f732974b9f565d718b01fe4d072208a.jpg,https://lh3.googleusercontent.com/p/AF1QipNC_fsBYq1ZfMFnJDeCAZb_asURy1WF5Kh4pCv-=w122-h92-k-no,Không có,http://www.bvbinhdan.com.vn/,10.774024599999999,106.6812751,Bệnh viện công tại TPHCM
Công an Quận 1,,Sở cảnh sát ở Thành phố Hồ Chí Minh,Không có,Không có,,Không có,Không có,,,Công an Quận 1
UBND Phường Sài Gòn,"45-47 Lê Duẩn, Phường Sài Gòn, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",Văn phòng chính quyền địa phương,+84 28 3823 4223,downloaded_images\104487aac89325d707887c50584a8769.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwp74QyUKJdTB6mKKhjJE8DI_Ud-L55-qcPJUGNgHc4DZ2hzi_UNiyjUHFM2SwTW4K82wxOcT1PgDlHXf7hUdKBXwBoh1Xq4NOa-o7LR-SeVBuiTIT_iV1SignrIwLmj80VrrM=w122-h92-k-no,Không có,http://phuongsaigon.gov.vn/,10.7805959,106.699416,Ủy ban nhân dân Quận 1
UBND Phường Bến Thành,"92 Nguyễn Trãi, Phường Phạm Ngũ Lão, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",Văn phòng chính quyền địa phương,Không có,downloaded_images\eb5cf4d0863c6e89d83ccb24c6c40411.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwH4ahA1DQpdfhws7NH3MNPzuXf67IYE5Lb-LQn-5YCrzjZy1bBksaFZwdzWxqr4oGRtnNq_enxikxKxbxDgfCRbsCTogB3EQvs7jBqOQGIQQQCOlY8Kmibz81hL0TPL2bfZGB6iQ=w80-h106-k-no,Không có,Không có,10.7701847,106.69129699999999,Ủy ban nhân dân Quận 1
Trung Tâm Y Tế Quận 1,"2 Đặng Tất, Phường Tân Định, Quận 1, Thành phố Hồ Chí Minh 70000, Việt Nam",['Trung tâm y tế'],+84 28 3931 1314,downloaded_images\5ac855536ebef2edfa842e0a881513b2.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzx-nwRnzdFrGks4DTUm3SFaf5QVqrIl8cjuuh4n9C0t12_4ZHA7WxtVJstO1BeqifWworES9zCYeIG-q747ZR4998cBhxkVqf4si2giHGgTXakl72fd9YOXu3ckoNB9vGgfZUIow=w152-h86-k-no,Không có,http://trungtamytequan1.medinet.gov.vn/,10.7931338,106.6894559,Trung tâm y tế Quận 1
Bệnh viện Đa khoa Tân Định,,Bệnh viện ở Thành phố Hồ Chí Minh,Không có,Không có,,Không có,http://cs1.bvq1.vn/bvq1/,,,Bệnh viện Quận 1
